key_resp.corr,key_resp.rt,,1.2619524,0.5850322,0.6769202
1,0.6852437,,,,
1,0.5102728,,,,
1,0.3519744,,,,
1,0.6586406,,,,
1,0.6361907,,,,
1,10.1951641,,,,
1,0.5651147,,,,
1,1.2848314,,,,
1,0.6690916,,,,
1,0.4844564,,,,
1,0.5781939,,,,
1,0.5043889,,,,
1,0.8906653,,,,
1,0.5984499,,,,
1,0.498084,,,,
1,1.5408579,,,,
1,0.4580705,,,,
1,1.7185067,,,,
1,1.9032673,,,,
1,0.5541249,,,,
1,0.5472805,,,,
1,0.5056763,,,,
1,0.5482331,,,,
1,0.4831465,,,,
1,0.7809847,,,,
1,0.5583184,,,,
1,1.7488731,,,,
1,0.4644623,,,,
1,0.4352141,,,,
1,0.4162649,,,,
1,0.449302,,,,
1,0.8788621,,,,
1,0.6567875,,,,
1,0.476767,,,,
1,0.5839122,,,,
1,0.5590262,,,,
1,0.7926207,,,,
1,0.5990607,,,,
1,1.4617768,,,,
1,0.7172826,,,,
1,0.5672713,,,,
1,0.5187544,,,,
1,0.3884225,,,,
1,0.5370028,,,,
1,2.8753861,,,,
1,0.4148919,,,,
1,0.818483,,,,
1,0.4343556,,,,
1,0.6084956,,,,
1,0.6438435,,,,
1,0.4757393,,,,
1,0.7022286,,,,
1,0.7395867,,,,
1,1.3901282,,,,
1,0.5653556,,,,
1,0.5099568,,,,
1,0.4596619,,,,
1,2.5507817,,,,
1,0.4326445,,,,
